TABLE NO.  1
 ROW         TVKA        TVV2        TVCL        TVV3        TVQ         KA          V2          CL          V3          Q           IPRED       DV          PRED        RES         WRES
  3.3100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.6717E-01  4.0144E-02  7.2487E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.3300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.6717E-01  4.0144E-02  7.2487E-01  1.7864E-01  1.0732E+04  6.4760E-02  7.9001E-02  7.2914E-02  6.0872E-03  1.8648E-01
  3.3400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.6717E-01  4.0144E-02  7.2487E-01  1.7864E-01  1.0732E+04  7.8920E-02  6.5457E-02  8.8623E-02 -2.3166E-02 -4.0910E-01
  3.3600E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.6717E-01  4.0144E-02  7.2487E-01  1.7864E-01  1.0732E+04  5.1736E-02  6.1901E-02  5.5916E-02  5.9846E-03  1.6989E-01
  3.4100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7558E-01  4.1747E-02  7.2481E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.4400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7558E-01  4.1747E-02  7.2481E-01  1.7864E-01  1.0732E+04  8.5725E-02  7.9770E-02  8.8668E-02 -8.8983E-03 -2.0711E-01
  3.4500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7558E-01  4.1747E-02  7.2481E-01  1.7864E-01  1.0732E+04  7.5221E-02  9.5357E-02  7.7380E-02  1.7977E-02  3.6022E-01
  3.5100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.5623E-01  3.8459E-02  7.2490E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.5623E-01  3.8459E-02  7.2490E-01  1.7864E-01  1.0732E+04  6.9775E-02  5.3488E-02  8.7025E-02 -3.3537E-02 -5.1097E-01
  3.5400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.5623E-01  3.8459E-02  7.2490E-01  1.7864E-01  1.0732E+04  6.9803E-02  7.8787E-02  8.6211E-02 -7.4241E-03  9.8991E-03
  3.6100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.5489E-01  3.7749E-02  7.2494E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.5489E-01  3.7749E-02  7.2494E-01  1.7864E-01  1.0732E+04  6.9263E-02  5.6598E-02  8.8181E-02 -3.1583E-02 -4.4985E-01
  3.6500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.5489E-01  3.7749E-02  7.2494E-01  1.7864E-01  1.0732E+04  6.0775E-02  6.1905E-02  7.5514E-02 -1.3609E-02 -1.3606E-01
  3.7100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0786E-01  4.5037E-02  7.2473E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7200E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0786E-01  4.5037E-02  7.2473E-01  1.7864E-01  1.0732E+04  6.4075E-02  6.7591E-02  5.2754E-02  1.4837E-02  1.0181E-01
  3.7300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0786E-01  4.5037E-02  7.2473E-01  1.7864E-01  1.0732E+04  1.0320E-01  1.1906E-01  8.5160E-02  3.3900E-02  3.6286E-01
  3.7400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0786E-01  4.5037E-02  7.2473E-01  1.7864E-01  1.0732E+04  1.0602E-01  1.3329E-01  8.8136E-02  4.5154E-02  5.8636E-01
  3.7500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0786E-01  4.5037E-02  7.2473E-01  1.7864E-01  1.0732E+04  8.6831E-02  9.2449E-02  7.4200E-02  1.8249E-02  1.3169E-01
  3.7600E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0786E-01  4.5037E-02  7.2473E-01  1.7864E-01  1.0732E+04  5.7425E-02  5.7499E-02  5.1741E-02  5.7584E-03 -1.3671E-02
  3.8100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0095E-01  4.3799E-02  7.2485E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8200E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0095E-01  4.3799E-02  7.2485E-01  1.7864E-01  1.0732E+04  5.5902E-02  9.6482E-02  4.8728E-02  4.7754E-02  9.8447E-01
  3.8300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0095E-01  4.3799E-02  7.2485E-01  1.7864E-01  1.0732E+04  9.1968E-02  9.1304E-02  8.0281E-02  1.1023E-02  3.7652E-03
  3.8400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0095E-01  4.3799E-02  7.2485E-01  1.7864E-01  1.0732E+04  1.0099E-01  9.5125E-02  8.8631E-02  6.4944E-03 -1.0052E-01
  3.8500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.0095E-01  4.3799E-02  7.2485E-01  1.7864E-01  1.0732E+04  8.8608E-02  1.0366E-01  7.8983E-02  2.4677E-02  3.2481E-01
  3.9100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7711E-01  4.1880E-02  7.2479E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9200E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7711E-01  4.1880E-02  7.2479E-01  1.7864E-01  1.0732E+04  4.3645E-02  5.0509E-02  4.4752E-02  5.7571E-03  1.1118E-01
  3.9300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7711E-01  4.1880E-02  7.2479E-01  1.7864E-01  1.0732E+04  8.3518E-02  6.5368E-02  8.5541E-02 -2.0173E-02 -4.5799E-01
  3.9400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7711E-01  4.1880E-02  7.2479E-01  1.7864E-01  1.0732E+04  8.5143E-02  1.1613E-01  8.7034E-02  2.9096E-02  5.4723E-01
  3.9500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.7711E-01  4.1880E-02  7.2479E-01  1.7864E-01  1.0732E+04  7.5375E-02  7.9521E-02  7.6804E-02  2.7165E-03  1.8021E-02
  4.0100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9703E-01  4.4788E-02  7.2475E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0200E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9703E-01  4.4788E-02  7.2475E-01  1.7864E-01  1.0732E+04  6.6140E-02  7.7593E-02  5.7639E-02  1.9954E-02  2.6670E-01
  4.0300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9703E-01  4.4788E-02  7.2475E-01  1.7864E-01  1.0732E+04  9.6000E-02  1.1922E-01  8.3627E-02  3.5593E-02  4.9024E-01
  4.0400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9703E-01  4.4788E-02  7.2475E-01  1.7864E-01  1.0732E+04  1.0101E-01  8.4979E-02  8.8286E-02 -3.3071E-03 -3.1080E-01
  4.0500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9703E-01  4.4788E-02  7.2475E-01  1.7864E-01  1.0732E+04  8.6186E-02  1.1295E-01  7.6360E-02  3.6590E-02  5.8268E-01
  4.1100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9388E-01  4.8996E-02  7.2460E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1200E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9388E-01  4.8996E-02  7.2460E-01  1.7864E-01  1.0732E+04  4.9998E-02  7.3797E-02  4.1077E-02  3.2720E-02  6.0602E-01
  4.1300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9388E-01  4.8996E-02  7.2460E-01  1.7864E-01  1.0732E+04  8.9585E-02  6.9249E-02  7.3086E-02 -3.8366E-03 -3.9431E-01
  4.1400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9388E-01  4.8996E-02  7.2460E-01  1.7864E-01  1.0732E+04  1.0904E-01  1.2861E-01  8.8448E-02  4.0162E-02  4.6801E-01
  4.1500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9388E-01  4.8996E-02  7.2460E-01  1.7864E-01  1.0732E+04  9.7921E-02  1.0838E-01  7.9829E-02  2.8551E-02  2.9543E-01
  4.1600E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9388E-01  4.8996E-02  7.2460E-01  1.7864E-01  1.0732E+04  6.5910E-02  1.0479E-01  5.5109E-02  4.9681E-02  9.8262E-01
  4.2100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9278E-01  4.9950E-02  7.2453E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9278E-01  4.9950E-02  7.2453E-01  1.7864E-01  1.0732E+04  9.4001E-02  8.5654E-02  7.5716E-02  9.9380E-03 -1.1694E-01
  4.2400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9278E-01  4.9950E-02  7.2453E-01  1.7864E-01  1.0732E+04  1.1073E-01  1.1502E-01  8.8542E-02  2.6478E-02  1.7908E-01
  4.2500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9278E-01  4.9950E-02  7.2453E-01  1.7864E-01  1.0732E+04  9.4904E-02  1.3476E-01  7.6372E-02  5.8388E-02  9.4825E-01
  4.2600E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  1.9278E-01  4.9950E-02  7.2453E-01  1.7864E-01  1.0732E+04  6.5749E-02  9.4165E-02  5.4068E-02  4.0097E-02  7.5077E-01
  4.3100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.3803E-01  5.3129E-02  7.2447E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3300E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.3803E-01  5.3129E-02  7.2447E-01  1.7864E-01  1.0732E+04  1.2223E-01  1.1223E-01  7.6331E-02  3.5899E-02  8.2623E-02
  4.3400E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.3803E-01  5.3129E-02  7.2447E-01  1.7864E-01  1.0732E+04  1.4117E-01  1.7785E-01  8.8640E-02  8.9210E-02  1.0744E+00
  4.3500E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.3803E-01  5.3129E-02  7.2447E-01  1.7864E-01  1.0732E+04  1.2250E-01  1.7279E-01  7.9948E-02  9.2842E-02  1.3241E+00
  4.3600E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.3803E-01  5.3129E-02  7.2447E-01  1.7864E-01  1.0732E+04  8.0427E-02  8.1025E-02  5.8006E-02  2.3019E-02  1.2281E-01
  4.4100E+02  1.8123E-01  4.2000E-02  7.2481E-01  1.7864E-01  1.0732E+04  2.2424E-01  5.1661E-02  7.2448E-01  1.7864E-01  1.0732E+04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
