TABLE NO.  1
 KA          V2          DV          PRED        RES         WRES
  2.7240E-01  4.4055E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0333E-01  4.7943E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.9273E-01  5.0886E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.5461E-01  4.4966E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.6526E-01  3.8670E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2132E-01  3.6930E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.9881E-02  3.3345E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2415E-01  3.5852E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.6333E-01  3.9472E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0110E-01  3.5684E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0813E-01  4.0008E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2972E-01  3.9293E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.5849E-01  4.2889E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0636E-01  3.4862E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.5123E-01  5.3131E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.7849E-01  4.3345E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.4817E-02  8.6994E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3252E-01  3.9130E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.9546E-01  4.5817E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.8625E-01  4.2546E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.3573E-02  6.5843E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0114E-01  6.9042E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.8340E-01  3.4417E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  5.2675E-01  3.9360E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.8568E-01  4.2353E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.9854E-02  4.1976E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7803E-01  2.9116E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2289E-01  3.6099E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0311E-02  7.6189E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.9004E-01  4.1241E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.6617E-02  4.7745E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0116E-01  2.9325E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0894E-01  6.3363E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4148E-01  5.9247E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1294E-01  4.7322E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0870E-01  4.6440E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.5790E-01  3.8035E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4062E-01  4.9016E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.2019E-01  3.2345E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1620E-01  2.8654E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.3889E-02  9.2719E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1542E-01  5.1577E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9685E-01  3.5887E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.5061E-02  5.1180E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4946E-01  3.5623E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5409E-01  2.2724E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.6832E-01  6.6400E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2512E-01  5.6662E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3261E-01  4.7723E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7374E-01  2.1596E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4246E-01  6.8444E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.3178E-01  2.1403E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.8865E-01  2.4485E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2231E-01  6.1011E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7614E-01  2.1317E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.7249E-01  3.9118E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.7658E-01  3.4182E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.7887E-01  4.0357E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1544E-01  5.1593E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.7643E-01  2.2512E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0532E-02  5.4599E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.2843E-01  2.3107E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.1388E-01  3.8629E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3440E-01  5.7493E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.0449E-01  3.7191E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1113E-01  5.8897E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3300E-01  4.1911E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.5684E-01  5.1573E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4636E-01  6.6111E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1472E-01  2.2886E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
