TABLE NO.  1
 ROW         TVKA        TVV2        TVCL        TVV3        TVQ         KA          V2          CL          V3          Q           IPRED       DV          PRED        RES         WRES
  2.3100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9771E-01  4.5296E-02  7.2486E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.3500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9771E-01  4.5296E-02  7.2486E-01  1.7857E-01  8.8137E+06  2.6682E-02  6.1108E-02  2.3278E-02  3.7830E-02  9.4964E-01
  2.4100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9660E-01  4.5040E-02  7.2486E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.4500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9660E-01  4.5040E-02  7.2486E-01  1.7857E-01  8.8137E+06  2.6574E-02  5.8852E-02  2.3397E-02  3.5455E-02  8.8922E-01
  2.5100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.6100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.7100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.8100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3601E-01  5.2070E-02  7.2478E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.8400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3601E-01  5.2070E-02  7.2478E-01  1.7857E-01  8.8137E+06  4.1191E-02  6.5172E-02  2.6524E-02  3.8648E-02  8.6955E-01
  2.8500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3601E-01  5.2070E-02  7.2478E-01  1.7857E-01  8.8137E+06  3.5227E-02  8.5506E-02  2.3683E-02  6.1823E-02  1.5061E+00
  2.9100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.0100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.2649E-01  5.0277E-02  7.2479E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.0200E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.2649E-01  5.0277E-02  7.2479E-01  1.7857E-01  8.8137E+06  4.8037E-02  6.3257E-02  3.3177E-02  3.0080E-02  4.9582E-01
  3.0300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.2649E-01  5.0277E-02  7.2479E-01  1.7857E-01  8.8137E+06  1.1557E-01  7.3687E-02  7.9438E-02 -5.7514E-03 -6.2802E-01
  3.0400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.2649E-01  5.0277E-02  7.2479E-01  1.7857E-01  8.8137E+06  1.2822E-01  1.8979E-01  8.8617E-02  1.0117E-01  1.5152E+00
  3.0500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.2649E-01  5.0277E-02  7.2479E-01  1.7857E-01  8.8137E+06  1.1308E-01  1.3310E-01  8.0494E-02  5.2606E-02  6.4232E-01
  3.1100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8280E-01  4.2699E-02  7.2490E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.1300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8280E-01  4.2699E-02  7.2490E-01  1.7857E-01  8.8137E+06  8.4815E-02  9.7183E-02  8.2818E-02  1.4365E-02  1.9208E-01
  3.1400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8280E-01  4.2699E-02  7.2490E-01  1.7857E-01  8.8137E+06  8.9726E-02  8.4462E-02  8.7607E-02 -3.1451E-03 -1.6930E-01
  3.1500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.8280E-01  4.2699E-02  7.2490E-01  1.7857E-01  8.8137E+06  7.8653E-02  9.9815E-02  7.6877E-02  2.2938E-02  4.0178E-01
  3.2100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5782E-01  3.8191E-02  7.2496E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.2300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5782E-01  3.8191E-02  7.2496E-01  1.7857E-01  8.8137E+06  6.7912E-02  7.5575E-02  8.4513E-02 -8.9382E-03 -2.5816E-02
  3.2400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5782E-01  3.8191E-02  7.2496E-01  1.7857E-01  8.8137E+06  7.1307E-02  6.2657E-02  8.8287E-02 -2.5630E-02 -3.6089E-01
  3.2500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5782E-01  3.8191E-02  7.2496E-01  1.7857E-01  8.8137E+06  6.3286E-02  6.3535E-02  7.6829E-02 -1.3294E-02 -1.5162E-01
  3.3100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.6712E-01  4.0147E-02  7.2493E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.3300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.6712E-01  4.0147E-02  7.2493E-01  1.7857E-01  8.8137E+06  6.4754E-02  7.9001E-02  7.2897E-02  6.1043E-03  1.8676E-01
  3.3400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.6712E-01  4.0147E-02  7.2493E-01  1.7857E-01  8.8137E+06  7.8903E-02  6.5457E-02  8.8591E-02 -2.3134E-02 -4.0884E-01
  3.3600E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.6712E-01  4.0147E-02  7.2493E-01  1.7857E-01  8.8137E+06  5.1729E-02  6.1901E-02  5.5901E-02  6.0003E-03  1.7024E-01
  3.4100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7554E-01  4.1752E-02  7.2490E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.4400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7554E-01  4.1752E-02  7.2490E-01  1.7857E-01  8.8137E+06  8.5713E-02  7.9770E-02  8.8636E-02 -8.8656E-03 -2.0681E-01
  3.4500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7554E-01  4.1752E-02  7.2490E-01  1.7857E-01  8.8137E+06  7.5208E-02  9.5357E-02  7.7350E-02  1.8007E-02  3.6082E-01
  3.5100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5617E-01  3.8461E-02  7.2495E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5617E-01  3.8461E-02  7.2495E-01  1.7857E-01  8.8137E+06  6.9756E-02  5.3488E-02  8.6996E-02 -3.3508E-02 -5.1075E-01
  3.5400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5617E-01  3.8461E-02  7.2495E-01  1.7857E-01  8.8137E+06  6.9781E-02  7.8787E-02  8.6177E-02 -7.3899E-03  1.0441E-02
  3.6100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5482E-01  3.7750E-02  7.2497E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5482E-01  3.7750E-02  7.2497E-01  1.7857E-01  8.8137E+06  6.9238E-02  5.6598E-02  8.8147E-02 -3.1549E-02 -4.4952E-01
  3.6500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.5482E-01  3.7750E-02  7.2497E-01  1.7857E-01  8.8137E+06  6.0755E-02  6.1905E-02  7.5485E-02 -1.3580E-02 -1.3565E-01
  3.7100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0785E-01  4.5044E-02  7.2487E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7200E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0785E-01  4.5044E-02  7.2487E-01  1.7857E-01  8.8137E+06  6.4088E-02  6.7591E-02  5.2745E-02  1.4846E-02  1.0165E-01
  3.7300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0785E-01  4.5044E-02  7.2487E-01  1.7857E-01  8.8137E+06  1.0321E-01  1.1906E-01  8.5133E-02  3.3927E-02  3.6308E-01
  3.7400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0785E-01  4.5044E-02  7.2487E-01  1.7857E-01  8.8137E+06  1.0601E-01  1.3329E-01  8.8102E-02  4.5188E-02  5.8691E-01
  3.7500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0785E-01  4.5044E-02  7.2487E-01  1.7857E-01  8.8137E+06  8.6822E-02  9.2449E-02  7.4172E-02  1.8277E-02  1.3205E-01
  3.7600E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0785E-01  4.5044E-02  7.2487E-01  1.7857E-01  8.8137E+06  5.7420E-02  5.7499E-02  5.1727E-02  5.7716E-03 -1.3540E-02
  3.8100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0094E-01  4.3803E-02  7.2492E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8200E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0094E-01  4.3803E-02  7.2492E-01  1.7857E-01  8.8137E+06  5.5913E-02  9.6482E-02  4.8720E-02  4.7762E-02  9.8481E-01
  3.8300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0094E-01  4.3803E-02  7.2492E-01  1.7857E-01  8.8137E+06  9.1976E-02  9.1304E-02  8.0259E-02  1.1045E-02  3.7949E-03
  3.8400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0094E-01  4.3803E-02  7.2492E-01  1.7857E-01  8.8137E+06  1.0099E-01  9.5125E-02  8.8598E-02  6.5275E-03 -1.0030E-01
  3.8500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.0094E-01  4.3803E-02  7.2492E-01  1.7857E-01  8.8137E+06  8.8602E-02  1.0366E-01  7.8952E-02  2.4708E-02  3.2528E-01
  3.9100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7707E-01  4.1886E-02  7.2490E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9200E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7707E-01  4.1886E-02  7.2490E-01  1.7857E-01  8.8137E+06  4.3650E-02  5.0509E-02  4.4745E-02  5.7643E-03  1.1119E-01
  3.9300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7707E-01  4.1886E-02  7.2490E-01  1.7857E-01  8.8137E+06  8.3514E-02  6.5368E-02  8.5514E-02 -2.0146E-02 -4.5795E-01
  3.9400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7707E-01  4.1886E-02  7.2490E-01  1.7857E-01  8.8137E+06  8.5131E-02  1.1613E-01  8.7000E-02  2.9130E-02  5.4789E-01
  3.9500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.7707E-01  4.1886E-02  7.2490E-01  1.7857E-01  8.8137E+06  7.5363E-02  7.9521E-02  7.6775E-02  2.7459E-03  1.8412E-02
  4.0100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9700E-01  4.4794E-02  7.2488E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0200E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9700E-01  4.4794E-02  7.2488E-01  1.7857E-01  8.8137E+06  6.6151E-02  7.7593E-02  5.7628E-02  1.9965E-02  2.6668E-01
  4.0300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9700E-01  4.4794E-02  7.2488E-01  1.7857E-01  8.8137E+06  9.6003E-02  1.1922E-01  8.3602E-02  3.5618E-02  4.9053E-01
  4.0400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9700E-01  4.4794E-02  7.2488E-01  1.7857E-01  8.8137E+06  1.0100E-01  8.4979E-02  8.8252E-02 -3.2733E-03 -3.1065E-01
  4.0500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9700E-01  4.4794E-02  7.2488E-01  1.7857E-01  8.8137E+06  8.6176E-02  1.1295E-01  7.6331E-02  3.6619E-02  5.8330E-01
  4.1100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9385E-01  4.9011E-02  7.2481E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1200E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9385E-01  4.9011E-02  7.2481E-01  1.7857E-01  8.8137E+06  5.0010E-02  7.3797E-02  4.1070E-02  3.2727E-02  6.0614E-01
  4.1300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9385E-01  4.9011E-02  7.2481E-01  1.7857E-01  8.8137E+06  8.9597E-02  6.9249E-02  7.3068E-02 -3.8193E-03 -3.9458E-01
  4.1400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9385E-01  4.9011E-02  7.2481E-01  1.7857E-01  8.8137E+06  1.0904E-01  1.2861E-01  8.8416E-02  4.0194E-02  4.6843E-01
  4.1500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9385E-01  4.9011E-02  7.2481E-01  1.7857E-01  8.8137E+06  9.7910E-02  1.0838E-01  7.9798E-02  2.8582E-02  2.9592E-01
  4.1600E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9385E-01  4.9011E-02  7.2481E-01  1.7857E-01  8.8137E+06  6.5906E-02  1.0479E-01  5.5094E-02  4.9696E-02  9.8333E-01
  4.2100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9276E-01  4.9967E-02  7.2477E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9276E-01  4.9967E-02  7.2477E-01  1.7857E-01  8.8137E+06  9.4015E-02  8.5654E-02  7.5697E-02  9.9569E-03 -1.1709E-01
  4.2400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9276E-01  4.9967E-02  7.2477E-01  1.7857E-01  8.8137E+06  1.1073E-01  1.1502E-01  8.8509E-02  2.6511E-02  1.7943E-01
  4.2500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9276E-01  4.9967E-02  7.2477E-01  1.7857E-01  8.8137E+06  9.4894E-02  1.3476E-01  7.6343E-02  5.8417E-02  9.4905E-01
  4.2600E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  1.9276E-01  4.9967E-02  7.2477E-01  1.7857E-01  8.8137E+06  6.5745E-02  9.4165E-02  5.4053E-02  4.0112E-02  7.5135E-01
  4.3100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3804E-01  5.3145E-02  7.2475E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3300E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3804E-01  5.3145E-02  7.2475E-01  1.7857E-01  8.8137E+06  1.2226E-01  1.1223E-01  7.6311E-02  3.5919E-02  8.2326E-02
  4.3400E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3804E-01  5.3145E-02  7.2475E-01  1.7857E-01  8.8137E+06  1.4118E-01  1.7785E-01  8.8608E-02  8.9242E-02  1.0749E+00
  4.3500E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3804E-01  5.3145E-02  7.2475E-01  1.7857E-01  8.8137E+06  1.2249E-01  1.7279E-01  7.9917E-02  9.2873E-02  1.3250E+00
  4.3600E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.3804E-01  5.3145E-02  7.2475E-01  1.7857E-01  8.8137E+06  8.0416E-02  8.1025E-02  5.7989E-02  2.3036E-02  1.2302E-01
  4.4100E+02  1.8116E-01  4.2000E-02  7.2491E-01  1.7857E-01  8.8137E+06  2.2424E-01  5.1677E-02  7.2475E-01  1.7857E-01  8.8137E+06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
