TABLE NO.  2
 CWRES       IPRED       DV          PRED        RES         WRES
  1.1355E-01  0.0000E+00  1.4393E-01  0.0000E+00  1.4393E-01  1.1355E-01
  1.3347E-01  0.0000E+00  1.6918E-01  0.0000E+00  1.6918E-01  1.3347E-01
  6.7145E-02  0.0000E+00  8.5107E-02  0.0000E+00  8.5107E-02  6.7145E-02
  1.7709E-01  0.0000E+00  2.2446E-01  0.0000E+00  2.2446E-01  1.7709E-01
  1.8802E-01  0.0000E+00  2.3832E-01  0.0000E+00  2.3832E-01  1.8802E-01
  2.1896E-01  0.0000E+00  2.7753E-01  0.0000E+00  2.7753E-01  2.1896E-01
  3.9600E-02  0.0000E+00  5.0193E-02  0.0000E+00  5.0193E-02  3.9600E-02
  1.8076E-01  0.0000E+00  2.2912E-01  0.0000E+00  2.2912E-01  1.8076E-01
  1.5333E-01  0.0000E+00  1.9435E-01  0.0000E+00  1.9435E-01  1.5333E-01
  6.8680E-02  0.0000E+00  8.7053E-02  0.0000E+00  8.7053E-02  6.8680E-02
  1.3609E-01  0.0000E+00  1.7250E-01  0.0000E+00  1.7250E-01  1.3609E-01
  6.1841E-02  0.0000E+00  7.8384E-02  0.0000E+00  7.8384E-02  6.1841E-02
  1.6029E-01  0.0000E+00  2.0317E-01  0.0000E+00  2.0317E-01  1.6029E-01
  1.0027E-01  0.0000E+00  1.2709E-01  0.0000E+00  1.2709E-01  1.0027E-01
  1.5481E-01  0.0000E+00  1.9622E-01  0.0000E+00  1.9622E-01  1.5481E-01
  1.3541E-01  0.0000E+00  1.7164E-01  0.0000E+00  1.7164E-01  1.3541E-01
  1.1478E-01  0.0000E+00  1.4549E-01  0.0000E+00  1.4549E-01  1.1478E-01
  5.3380E-02  0.0000E+00  6.7660E-02  0.0000E+00  6.7660E-02  5.3380E-02
  1.5139E-01  0.0000E+00  1.9189E-01  0.0000E+00  1.9189E-01  1.5139E-01
  2.1943E-01  0.0000E+00  2.7813E-01  0.0000E+00  2.7813E-01  2.1943E-01
  1.9185E-01  0.0000E+00  2.4317E-01  0.0000E+00  2.4317E-01  1.9185E-01
  1.8786E-01  0.0000E+00  2.3811E-01  0.0000E+00  2.3811E-01  1.8786E-01
  9.1431E-02  0.0000E+00  1.1589E-01  0.0000E+00  1.1589E-01  9.1431E-02
  9.2488E-02  0.0000E+00  1.1723E-01  0.0000E+00  1.1723E-01  9.2488E-02
  4.2282E-01  0.0000E+00  5.3593E-01  0.0000E+00  5.3593E-01  4.2282E-01
  3.9230E-01  0.0000E+00  4.9724E-01  0.0000E+00  4.9724E-01  3.9230E-01
  2.5323E-01  0.0000E+00  3.2097E-01  0.0000E+00  3.2097E-01  2.5323E-01
  1.0253E-01  0.0000E+00  1.2996E-01  0.0000E+00  1.2996E-01  1.0253E-01
  1.3418E-01  0.0000E+00  1.7008E-01  0.0000E+00  1.7008E-01  1.3418E-01
  2.8746E-01  0.0000E+00  3.6436E-01  0.0000E+00  3.6436E-01  2.8746E-01
  3.2742E-01  0.0000E+00  4.1501E-01  0.0000E+00  4.1501E-01  3.2742E-01
  2.4808E-01  0.0000E+00  3.1444E-01  0.0000E+00  3.1444E-01  2.4808E-01
  1.1037E-01  0.0000E+00  1.3989E-01  0.0000E+00  1.3989E-01  1.1037E-01
  5.1593E-02  0.0000E+00  6.5395E-02  0.0000E+00  6.5395E-02  5.1593E-02
  1.1923E-01  0.0000E+00  1.5112E-01  0.0000E+00  1.5112E-01  1.1923E-01
  3.3339E-01  0.0000E+00  4.2257E-01  0.0000E+00  4.2257E-01  3.3339E-01
  3.1317E-01  0.0000E+00  3.9695E-01  0.0000E+00  3.9695E-01  3.1317E-01
  2.2021E-01  0.0000E+00  2.7912E-01  0.0000E+00  2.7912E-01  2.2021E-01
  1.8285E-01  0.0000E+00  2.3177E-01  0.0000E+00  2.3177E-01  1.8285E-01
  1.2890E-01  0.0000E+00  1.6338E-01  0.0000E+00  1.6338E-01  1.2890E-01
  9.2457E-02  0.0000E+00  1.1719E-01  0.0000E+00  1.1719E-01  9.2457E-02
  2.9175E-01  0.0000E+00  3.6980E-01  0.0000E+00  3.6980E-01  2.9175E-01
  1.3799E-01  0.0000E+00  1.7491E-01  0.0000E+00  1.7491E-01  1.3799E-01
  4.2548E-02  0.0000E+00  5.3930E-02  0.0000E+00  5.3930E-02  4.2548E-02
  1.8513E-01  0.0000E+00  2.3465E-01  0.0000E+00  2.3465E-01  1.8513E-01
  2.4879E-01  0.0000E+00  3.1535E-01  0.0000E+00  3.1535E-01  2.4879E-01
  1.4998E-01  0.0000E+00  1.9010E-01  0.0000E+00  1.9010E-01  1.4998E-01
  5.7773E-02  0.0000E+00  7.3228E-02  0.0000E+00  7.3228E-02  5.7773E-02
  1.0113E-01  0.0000E+00  1.2818E-01  0.0000E+00  1.2818E-01  1.0113E-01
  1.5695E-01  0.0000E+00  1.9893E-01  0.0000E+00  1.9893E-01  1.5695E-01
  1.4805E-01  0.0000E+00  1.8766E-01  0.0000E+00  1.8766E-01  1.4805E-01
  5.4530E-02  0.0000E+00  6.9117E-02  0.0000E+00  6.9117E-02  5.4530E-02
  6.6008E-02  0.0000E+00  8.3666E-02  0.0000E+00  8.3666E-02  6.6008E-02
  1.2211E-01  0.0000E+00  1.5478E-01  0.0000E+00  1.5478E-01  1.2211E-01
  5.0101E-02  0.0000E+00  6.3504E-02  0.0000E+00  6.3504E-02  5.0101E-02
  6.7650E-02  0.0000E+00  8.5747E-02  0.0000E+00  8.5747E-02  6.7650E-02
  4.1422E-02  0.0000E+00  5.2503E-02  0.0000E+00  5.2503E-02  4.1422E-02
  9.2204E-02  0.0000E+00  1.1687E-01  0.0000E+00  1.1687E-01  9.2204E-02
  1.5303E-01  0.0000E+00  1.9397E-01  0.0000E+00  1.9397E-01  1.5303E-01
  1.5373E-01  0.0000E+00  1.9485E-01  0.0000E+00  1.9485E-01  1.5373E-01
  3.9674E-02  0.0000E+00  5.0287E-02  0.0000E+00  5.0287E-02  3.9674E-02
  7.9329E-02  0.0000E+00  1.0055E-01  0.0000E+00  1.0055E-01  7.9329E-02
  1.6549E-01  0.0000E+00  2.0976E-01  0.0000E+00  2.0976E-01  1.6549E-01
  2.6560E-01  0.0000E+00  3.3665E-01  0.0000E+00  3.3665E-01  2.6560E-01
  9.1187E-02  0.0000E+00  1.1558E-01  0.0000E+00  1.1558E-01  9.1187E-02
  9.6630E-02  0.0000E+00  1.2248E-01  0.0000E+00  1.2248E-01  9.6630E-02
  4.4628E-02  0.0000E+00  5.6566E-02  0.0000E+00  5.6566E-02  4.4628E-02
  5.7397E-02  0.0000E+00  7.2752E-02  0.0000E+00  7.2752E-02  5.7397E-02
  1.4257E-01  0.0000E+00  1.8071E-01  0.0000E+00  1.8071E-01  1.4257E-01
  6.7939E-02  0.0000E+00  8.6114E-02  0.0000E+00  8.6114E-02  6.7939E-02
  5.2622E-02  0.0000E+00  6.6699E-02  0.0000E+00  6.6699E-02  5.2622E-02
  1.0867E-01  0.0000E+00  1.3774E-01  0.0000E+00  1.3774E-01  1.0867E-01
  5.6077E-02  0.0000E+00  7.1078E-02  0.0000E+00  7.1078E-02  5.6077E-02
  5.5079E-01  0.0000E+00  6.9813E-01  0.0000E+00  6.9813E-01  5.5079E-01
  9.9084E-01  0.0000E+00  1.2559E+00  0.0000E+00  1.2559E+00  9.9084E-01
  9.3474E-01  0.0000E+00  1.1848E+00  0.0000E+00  1.1848E+00  9.3474E-01
  3.4479E-01  0.0000E+00  4.3703E-01  0.0000E+00  4.3703E-01  3.4479E-01
  1.0812E-01  0.0000E+00  1.3704E-01  0.0000E+00  1.3704E-01  1.0812E-01
  8.4741E-02  0.0000E+00  1.0741E-01  0.0000E+00  1.0741E-01  8.4741E-02
  4.8101E-02  0.0000E+00  6.0968E-02  0.0000E+00  6.0968E-02  4.8101E-02
  1.9128E-01  0.0000E+00  2.4245E-01  0.0000E+00  2.4245E-01  1.9128E-01
  2.8907E-01  0.0000E+00  3.6640E-01  0.0000E+00  3.6640E-01  2.8907E-01
  6.4548E-01  0.0000E+00  8.1816E-01  0.0000E+00  8.1816E-01  6.4548E-01
  4.8658E-01  0.0000E+00  6.1674E-01  0.0000E+00  6.1674E-01  4.8658E-01
  4.5730E-01  0.0000E+00  5.7963E-01  0.0000E+00  5.7963E-01  4.5730E-01
  7.5841E-02  0.0000E+00  9.6130E-02  0.0000E+00  9.6130E-02  7.5841E-02
  1.1421E-01  0.0000E+00  1.4476E-01  0.0000E+00  1.4476E-01  1.1421E-01
  6.0966E-02  0.0000E+00  7.7275E-02  0.0000E+00  7.7275E-02  6.0966E-02
  3.2455E-01  0.0000E+00  4.1137E-01  0.0000E+00  4.1137E-01  3.2455E-01
  9.8350E-01  0.0000E+00  1.2466E+00  0.0000E+00  1.2466E+00  9.8350E-01
  5.3401E-01  0.0000E+00  6.7687E-01  0.0000E+00  6.7687E-01  5.3401E-01
  4.2645E-01  0.0000E+00  5.4053E-01  0.0000E+00  5.4053E-01  4.2645E-01
  1.7663E-01  0.0000E+00  2.2388E-01  0.0000E+00  2.2388E-01  1.7663E-01
  1.2562E-01  0.0000E+00  1.5922E-01  0.0000E+00  1.5922E-01  1.2562E-01
  6.7687E-02  0.0000E+00  8.5794E-02  0.0000E+00  8.5794E-02  6.7687E-02
  4.6545E-02  0.0000E+00  5.8996E-02  0.0000E+00  5.8996E-02  4.6545E-02
  1.4651E-01  0.0000E+00  1.8570E-01  0.0000E+00  1.8570E-01  1.4651E-01
  6.1869E-01  0.0000E+00  7.8420E-01  0.0000E+00  7.8420E-01  6.1869E-01
  7.2810E-01  0.0000E+00  9.2287E-01  0.0000E+00  9.2287E-01  7.2810E-01
  7.0865E-01  0.0000E+00  8.9822E-01  0.0000E+00  8.9822E-01  7.0865E-01
  3.2887E-01  0.0000E+00  4.1685E-01  0.0000E+00  4.1685E-01  3.2887E-01
  1.3192E-01  0.0000E+00  1.6721E-01  0.0000E+00  1.6721E-01  1.3192E-01
  5.4780E-02  0.0000E+00  6.9434E-02  0.0000E+00  6.9434E-02  5.4780E-02
  4.4076E-02  0.0000E+00  5.5867E-02  0.0000E+00  5.5867E-02  4.4076E-02
  3.3069E-01  0.0000E+00  4.1915E-01  0.0000E+00  4.1915E-01  3.3069E-01
  1.1605E+00  0.0000E+00  1.4710E+00  0.0000E+00  1.4710E+00  1.1605E+00
  6.4734E-01  0.0000E+00  8.2051E-01  0.0000E+00  8.2051E-01  6.4734E-01
  8.5467E-01  0.0000E+00  1.0833E+00  0.0000E+00  1.0833E+00  8.5467E-01
  4.0350E-01  0.0000E+00  5.1144E-01  0.0000E+00  5.1144E-01  4.0350E-01
  2.2721E-01  0.0000E+00  2.8799E-01  0.0000E+00  2.8799E-01  2.2721E-01
  1.1079E-01  0.0000E+00  1.4043E-01  0.0000E+00  1.4043E-01  1.1079E-01
  9.5676E-02  0.0000E+00  1.2127E-01  0.0000E+00  1.2127E-01  9.5676E-02
  8.1041E-02  0.0000E+00  1.0272E-01  0.0000E+00  1.0272E-01  8.1041E-02
  8.0062E-01  0.0000E+00  1.0148E+00  0.0000E+00  1.0148E+00  8.0062E-01
  1.2221E+00  0.0000E+00  1.5490E+00  0.0000E+00  1.5490E+00  1.2221E+00
  1.1067E+00  0.0000E+00  1.4027E+00  0.0000E+00  1.4027E+00  1.1067E+00
  9.7096E-01  0.0000E+00  1.2307E+00  0.0000E+00  1.2307E+00  9.7096E-01
  2.9639E-01  0.0000E+00  3.7568E-01  0.0000E+00  3.7568E-01  2.9639E-01
  1.1161E-01  0.0000E+00  1.4147E-01  0.0000E+00  1.4147E-01  1.1161E-01
  6.1820E-02  0.0000E+00  7.8357E-02  0.0000E+00  7.8357E-02  6.1820E-02
  2.6857E-01  0.0000E+00  3.4041E-01  0.0000E+00  3.4041E-01  2.6857E-01
  3.1436E-01  0.0000E+00  3.9846E-01  0.0000E+00  3.9846E-01  3.1436E-01
  6.0717E-01  0.0000E+00  7.6960E-01  0.0000E+00  7.6960E-01  6.0717E-01
  8.2650E-01  0.0000E+00  1.0476E+00  0.0000E+00  1.0476E+00  8.2650E-01
  6.4601E-01  0.0000E+00  8.1882E-01  0.0000E+00  8.1882E-01  6.4601E-01
  2.8770E-01  0.0000E+00  3.6466E-01  0.0000E+00  3.6466E-01  2.8770E-01
  4.5248E-01  0.0000E+00  5.7353E-01  0.0000E+00  5.7353E-01  4.5248E-01
  2.8429E-01  0.0000E+00  3.6034E-01  0.0000E+00  3.6034E-01  2.8429E-01
  1.2184E-01  0.0000E+00  1.5444E-01  0.0000E+00  1.5444E-01  1.2184E-01
  2.7097E-01  0.0000E+00  3.4346E-01  0.0000E+00  3.4346E-01  2.7097E-01
  3.9691E-01  0.0000E+00  5.0309E-01  0.0000E+00  5.0309E-01  3.9691E-01
  3.9964E-01  0.0000E+00  5.0655E-01  0.0000E+00  5.0655E-01  3.9964E-01
  3.9921E-01  0.0000E+00  5.0600E-01  0.0000E+00  5.0600E-01  3.9921E-01
  1.3988E-01  0.0000E+00  1.7730E-01  0.0000E+00  1.7730E-01  1.3988E-01
  1.1504E-01  0.0000E+00  1.4582E-01  0.0000E+00  1.4582E-01  1.1504E-01
  8.3486E-02  0.0000E+00  1.0582E-01  0.0000E+00  1.0582E-01  8.3486E-02
  4.0329E-02  0.0000E+00  5.1117E-02  0.0000E+00  5.1117E-02  4.0329E-02
  1.7566E-01  0.0000E+00  2.2265E-01  0.0000E+00  2.2265E-01  1.7566E-01
  9.6646E-01  0.0000E+00  1.2250E+00  0.0000E+00  1.2250E+00  9.6646E-01
  7.9384E-01  0.0000E+00  1.0062E+00  0.0000E+00  1.0062E+00  7.9384E-01
  9.6323E-01  0.0000E+00  1.2209E+00  0.0000E+00  1.2209E+00  9.6323E-01
  3.8767E-01  0.0000E+00  4.9138E-01  0.0000E+00  4.9138E-01  3.8767E-01
  1.5910E-01  0.0000E+00  2.0166E-01  0.0000E+00  2.0166E-01  1.5910E-01
  1.0065E-01  0.0000E+00  1.2758E-01  0.0000E+00  1.2758E-01  1.0065E-01
  6.5280E-02  0.0000E+00  8.2743E-02  0.0000E+00  8.2743E-02  6.5280E-02
  1.6106E-01  0.0000E+00  2.0414E-01  0.0000E+00  2.0414E-01  1.6106E-01
  8.6745E-01  0.0000E+00  1.0995E+00  0.0000E+00  1.0995E+00  8.6745E-01
  9.6488E-01  0.0000E+00  1.2230E+00  0.0000E+00  1.2230E+00  9.6488E-01
  7.1643E-01  0.0000E+00  9.0808E-01  0.0000E+00  9.0808E-01  7.1643E-01
  3.7571E-01  0.0000E+00  4.7622E-01  0.0000E+00  4.7622E-01  3.7571E-01
  1.5035E-01  0.0000E+00  1.9057E-01  0.0000E+00  1.9057E-01  1.5035E-01
  8.5672E-02  0.0000E+00  1.0859E-01  0.0000E+00  1.0859E-01  8.5672E-02
  5.7299E-02  0.0000E+00  7.2627E-02  0.0000E+00  7.2627E-02  5.7299E-02
  5.2418E-02  0.0000E+00  6.6440E-02  0.0000E+00  6.6440E-02  5.2418E-02
  8.5538E-02  0.0000E+00  1.0842E-01  0.0000E+00  1.0842E-01  8.5538E-02
  5.5655E-01  0.0000E+00  7.0543E-01  0.0000E+00  7.0543E-01  5.5655E-01
  7.3737E-01  0.0000E+00  9.3462E-01  0.0000E+00  9.3462E-01  7.3737E-01
  4.4623E-01  0.0000E+00  5.6560E-01  0.0000E+00  5.6560E-01  4.4623E-01
  2.8505E-01  0.0000E+00  3.6130E-01  0.0000E+00  3.6130E-01  2.8505E-01
  4.0031E-01  0.0000E+00  5.0740E-01  0.0000E+00  5.0740E-01  4.0031E-01
  2.3250E-01  0.0000E+00  2.9470E-01  0.0000E+00  2.9470E-01  2.3250E-01
  1.6345E-01  0.0000E+00  2.0718E-01  0.0000E+00  2.0718E-01  1.6345E-01
  1.1758E-01  0.0000E+00  1.4904E-01  0.0000E+00  1.4904E-01  1.1758E-01
  4.6713E-01  0.0000E+00  5.9209E-01  0.0000E+00  5.9209E-01  4.6713E-01
  4.7618E-01  0.0000E+00  6.0356E-01  0.0000E+00  6.0356E-01  4.7618E-01
  9.5818E-01  0.0000E+00  1.2145E+00  0.0000E+00  1.2145E+00  9.5818E-01
  6.5692E-01  0.0000E+00  8.3265E-01  0.0000E+00  8.3265E-01  6.5692E-01
  2.1018E-01  0.0000E+00  2.6640E-01  0.0000E+00  2.6640E-01  2.1018E-01
  1.3149E-01  0.0000E+00  1.6666E-01  0.0000E+00  1.6666E-01  1.3149E-01
  2.0445E-01  0.0000E+00  2.5914E-01  0.0000E+00  2.5914E-01  2.0445E-01
  9.1455E-02  0.0000E+00  1.1592E-01  0.0000E+00  1.1592E-01  9.1455E-02
  4.0006E-01  0.0000E+00  5.0708E-01  0.0000E+00  5.0708E-01  4.0006E-01
  2.6902E-01  0.0000E+00  3.4099E-01  0.0000E+00  3.4099E-01  2.6902E-01
  7.9305E-01  0.0000E+00  1.0052E+00  0.0000E+00  1.0052E+00  7.9305E-01
  4.9097E-01  0.0000E+00  6.2231E-01  0.0000E+00  6.2231E-01  4.9097E-01
  3.4058E-01  0.0000E+00  4.3169E-01  0.0000E+00  4.3169E-01  3.4058E-01
  6.7866E-02  0.0000E+00  8.6021E-02  0.0000E+00  8.6021E-02  6.7866E-02
  7.6151E-02  0.0000E+00  9.6522E-02  0.0000E+00  9.6522E-02  7.6151E-02
  3.1219E-01  0.0000E+00  3.9571E-01  0.0000E+00  3.9571E-01  3.1219E-01
  2.0088E+00  0.0000E+00  2.5462E+00  0.0000E+00  2.5462E+00  2.0088E+00
  1.8855E+00  0.0000E+00  2.3899E+00  0.0000E+00  2.3899E+00  1.8855E+00
  8.6942E-01  0.0000E+00  1.1020E+00  0.0000E+00  1.1020E+00  8.6942E-01
  1.6201E-01  0.0000E+00  2.0535E-01  0.0000E+00  2.0535E-01  1.6201E-01
  2.0172E-01  0.0000E+00  2.5568E-01  0.0000E+00  2.5568E-01  2.0172E-01
  1.2383E+00  0.0000E+00  1.5695E+00  0.0000E+00  1.5695E+00  1.2383E+00
  1.5050E+00  0.0000E+00  1.9076E+00  0.0000E+00  1.9076E+00  1.5050E+00
  6.7656E-01  0.0000E+00  8.5755E-01  0.0000E+00  8.5755E-01  6.7656E-01
  3.3475E-01  0.0000E+00  4.2430E-01  0.0000E+00  4.2430E-01  3.3475E-01
  1.0571E-01  0.0000E+00  1.3399E-01  0.0000E+00  1.3399E-01  1.0571E-01
  5.6624E-02  0.0000E+00  7.1772E-02  0.0000E+00  7.1772E-02  5.6624E-02
  1.8069E-01  0.0000E+00  2.2903E-01  0.0000E+00  2.2903E-01  1.8069E-01
  1.4838E-01  0.0000E+00  1.8807E-01  0.0000E+00  1.8807E-01  1.4838E-01
  4.7052E-01  0.0000E+00  5.9639E-01  0.0000E+00  5.9639E-01  4.7052E-01
  3.8770E-01  0.0000E+00  4.9141E-01  0.0000E+00  4.9141E-01  3.8770E-01
  1.0734E-01  0.0000E+00  1.3606E-01  0.0000E+00  1.3606E-01  1.0734E-01
  1.8291E-01  0.0000E+00  2.3184E-01  0.0000E+00  2.3184E-01  1.8291E-01
  1.0026E-01  0.0000E+00  1.2708E-01  0.0000E+00  1.2708E-01  1.0026E-01
  6.3943E-02  0.0000E+00  8.1048E-02  0.0000E+00  8.1048E-02  6.3943E-02
  1.1280E+00  0.0000E+00  1.4297E+00  0.0000E+00  1.4297E+00  1.1280E+00
  9.8737E-01  0.0000E+00  1.2515E+00  0.0000E+00  1.2515E+00  9.8737E-01
  5.3067E-01  0.0000E+00  6.7263E-01  0.0000E+00  6.7263E-01  5.3067E-01
